timestamp_start,timestamp_end,server,ip_protocol,transport_protocol,download,upload,priority,average_speed,download_mbps,upload_mbps
2024-01-11 11:41:18,2024-01-11 11:41:19,131.173.23.81,v4,UDP,426564000,32078000,1,11.5669801022233,426.564,32.078
2024-01-11 11:41:19,2024-01-11 11:41:20,131.173.23.81,v4,UDP,422416000,31545000,1,11.5669801022233,422.416,31.545
2024-01-11 11:42:56,2024-01-11 11:42:57,131.173.23.81,v4,UDP,341543000,14143000,1,0,341.543,14.143
2024-01-11 11:42:57,2024-01-11 11:42:58,131.173.23.81,v4,UDP,357180000,24442000,1,0,357.18,24.442
2024-01-11 11:42:58,2024-01-11 11:42:59,131.173.23.81,v4,UDP,356483000,23678000,1,0,356.483,23.678
2024-01-11 11:42:59,2024-01-11 11:43:00,131.173.23.81,v4,UDP,358134000,24374000,1,0,358.134,24.374
2024-01-11 11:43:00,2024-01-11 11:43:01,131.173.23.81,v4,UDP,357271000,24938000,1,0,357.271,24.938
2024-01-11 11:43:01,2024-01-11 11:43:02,131.173.23.81,v4,UDP,358099000,23989000,1,0,358.099,23.989
2024-01-11 11:43:02,2024-01-11 11:43:03,131.173.23.81,v4,UDP,356719000,24550000,1,0,356.719,24.55
2024-01-11 11:43:03,2024-01-11 11:43:04,131.173.23.81,v4,UDP,358347000,24349000,1,0,358.347,24.349
2024-01-11 11:43:04,2024-01-11 11:43:05,131.173.23.81,v4,UDP,356464000,24577000,1,0,356.464,24.577
2024-01-11 11:43:05,2024-01-11 11:43:06,131.173.23.81,v4,UDP,356748000,23840000,1,0,356.748,23.84
2024-01-11 11:43:06,2024-01-11 11:43:07,131.173.23.81,v4,UDP,376902000,23948000,1,0,376.902,23.948
2024-01-11 11:43:07,2024-01-11 11:43:08,131.173.23.81,v4,UDP,360849000,24004000,1,0,360.849,24.004
2024-01-11 11:43:08,2024-01-11 11:43:09,131.173.23.81,v4,UDP,358240000,24047000,1,0,358.24,24.047
2024-01-11 11:43:09,2024-01-11 11:43:10,131.173.23.81,v4,UDP,357217000,24259000,1,0,357.217,24.259
2024-01-11 11:43:10,2024-01-11 11:43:11,131.173.23.81,v4,UDP,323662000,22203000,1,0,323.662,22.203
2024-01-11 11:43:52,2024-01-11 11:43:53,131.173.23.81,v4,UDP,341751000,27565000,1,0,341.751,27.565
2024-01-11 11:43:53,2024-01-11 11:43:54,131.173.23.81,v4,UDP,381868000,26611000,1,0,381.868,26.611
2024-01-11 11:43:54,2024-01-11 11:43:55,131.173.23.81,v4,UDP,408497000,24302000,1,0,408.497,24.302
2024-01-11 11:43:55,2024-01-11 11:43:56,131.173.23.81,v4,UDP,407075000,21513000,1,0,407.075,21.513
2024-01-11 11:43:56,2024-01-11 11:43:57,131.173.23.81,v4,UDP,338100000,17329000,1,0,338.1,17.329
2024-01-11 11:43:57,2024-01-11 11:43:58,131.173.23.81,v4,UDP,401017000,16716000,1,0,401.017,16.716
2024-01-11 11:43:58,2024-01-11 11:43:59,131.173.23.81,v4,UDP,408461000,21662000,1,0,408.461,21.662
2024-01-11 11:43:59,2024-01-11 11:44:00,131.173.23.81,v4,UDP,406991000,21627000,1,0,406.991,21.627
2024-01-11 11:44:00,2024-01-11 11:44:01,131.173.23.81,v4,UDP,409390000,21870000,1,0,409.39,21.87
2024-01-11 11:44:01,2024-01-11 11:44:02,131.173.23.81,v4,UDP,407923000,22114000,1,0,407.923,22.114
2024-01-11 11:44:02,2024-01-11 11:44:03,131.173.23.81,v4,UDP,381106000,22114000,1,0,381.106,22.114
2024-01-11 11:44:03,2024-01-11 11:44:04,131.173.23.81,v4,UDP,344629000,21429000,1,0,344.629,21.429
2024-01-11 11:44:04,2024-01-11 11:44:05,131.173.23.81,v4,UDP,356832000,21420000,1,0,356.832,21.42
2024-01-11 11:44:05,2024-01-11 11:44:06,131.173.23.81,v4,UDP,358234000,21928000,1,0,358.234,21.928
2024-01-11 11:44:06,2024-01-11 11:44:07,131.173.23.81,v4,UDP,356096000,22114000,1,0,356.096,22.114
2024-01-11 11:45:09,2024-01-11 11:45:10,131.173.23.81,v4,UDP,197944000,3081000,1,0,197.944,3.081
2024-01-11 11:45:10,2024-01-11 11:45:11,131.173.23.81,v4,UDP,182923000,8318000,1,0,182.923,8.318
2024-01-11 11:45:11,2024-01-11 11:45:12,131.173.23.81,v4,UDP,302275000,24511000,1,0,302.275,24.511
2024-01-11 11:45:12,2024-01-11 11:45:13,131.173.23.81,v4,UDP,299510000,23086000,1,0,299.51,23.086
2024-01-11 11:45:13,2024-01-11 11:45:14,131.173.23.81,v4,UDP,284375000,23470000,1,0,284.375,23.47
2024-01-11 11:45:14,2024-01-11 11:45:15,131.173.23.81,v4,UDP,293515000,22752000,1,0,293.515,22.752
2024-01-11 11:45:15,2024-01-11 11:45:16,131.173.23.81,v4,UDP,268420000,23168000,1,0,268.42,23.168
2024-01-11 11:45:16,2024-01-11 11:45:17,131.173.23.81,v4,UDP,287732000,23099000,1,0,287.732,23.099
2024-01-11 11:45:17,2024-01-11 11:45:18,131.173.23.81,v4,UDP,275811000,23527000,1,0,275.811,23.527
2024-01-11 11:45:18,2024-01-11 11:45:19,131.173.23.81,v4,UDP,294079000,23260000,1,0,294.079,23.26
2024-01-11 11:45:19,2024-01-11 11:45:20,131.173.23.81,v4,UDP,289798000,23260000,1,0,289.798,23.26
2024-01-11 11:45:20,2024-01-11 11:45:21,131.173.23.81,v4,UDP,286683000,23516000,1,0,286.683,23.516
2024-01-11 11:45:21,2024-01-11 11:45:22,131.173.23.81,v4,UDP,287013000,23397000,1,0,287.013,23.397
2024-01-11 11:45:22,2024-01-11 11:45:23,131.173.23.81,v4,UDP,302806000,23171000,1,0,302.806,23.171
2024-01-11 11:45:23,2024-01-11 11:45:24,131.173.23.81,v4,UDP,264992000,23249000,1,0,264.992,23.249
2024-01-11 11:46:05,2024-01-11 11:46:06,131.173.23.81,v4,UDP,237364000,15010000,1,0,237.364,15.01
2024-01-11 11:46:06,2024-01-11 11:46:07,131.173.23.81,v4,UDP,308790000,13914000,1,0,308.79,13.914
2024-01-11 11:46:07,2024-01-11 11:46:08,131.173.23.81,v4,UDP,308648000,13564000,1,0,308.648,13.564
2024-01-11 11:46:08,2024-01-11 11:46:09,131.173.23.81,v4,UDP,330118000,13542000,1,0,330.118,13.542
2024-01-11 11:46:09,2024-01-11 11:46:10,131.173.23.81,v4,UDP,319890000,13599000,1,0,319.89,13.599
2024-01-11 11:46:10,2024-01-11 11:46:11,131.173.23.81,v4,UDP,306778000,13588000,1,0,306.778,13.588
2024-01-11 11:46:11,2024-01-11 11:46:12,131.173.23.81,v4,UDP,266568000,17134000,1,0,266.568,17.134
2024-01-11 11:46:12,2024-01-11 11:46:13,131.173.23.81,v4,UDP,389069000,21949000,1,0,389.069,21.949
2024-01-11 11:46:13,2024-01-11 11:46:14,131.173.23.81,v4,UDP,348949000,21915000,1,0,348.949,21.915
2024-01-11 11:46:14,2024-01-11 11:46:15,131.173.23.81,v4,UDP,346378000,21238000,1,0,346.378,21.238
2024-01-11 11:47:00,2024-01-11 11:47:01,131.173.23.81,v4,UDP,326677000,24948000,1,0,326.677,24.948
2024-01-11 11:47:01,2024-01-11 11:47:02,131.173.23.81,v4,UDP,327631000,27687000,1,0,327.631,27.687
2024-01-11 11:47:02,2024-01-11 11:47:03,131.173.23.81,v4,UDP,345110000,27384000,1,0,345.11,27.384
2024-01-11 11:47:03,2024-01-11 11:47:04,131.173.23.81,v4,UDP,342817000,26506000,1,0,342.817,26.506
2024-01-11 11:47:04,2024-01-11 11:47:05,131.173.23.81,v4,UDP,337536000,26942000,1,0,337.536,26.942
2024-01-11 11:47:05,2024-01-11 11:47:06,131.173.23.81,v4,UDP,334335000,26991000,1,0,334.335,26.991
2024-01-11 11:47:06,2024-01-11 11:47:07,131.173.23.81,v4,UDP,346564000,27709000,1,0,346.564,27.709
2024-01-11 11:47:07,2024-01-11 11:47:08,131.173.23.81,v4,UDP,353726000,27209000,1,0,353.726,27.209
2024-01-11 11:47:08,2024-01-11 11:47:09,131.173.23.81,v4,UDP,340002000,26539000,1,0,340.002,26.539
2024-01-11 11:47:09,2024-01-11 11:47:10,131.173.23.81,v4,UDP,354433000,27026000,1,0,354.433,27.026
2024-01-11 11:47:10,2024-01-11 11:47:11,131.173.23.81,v4,UDP,356221000,27477000,1,0,356.221,27.477
2024-01-11 11:47:11,2024-01-11 11:47:12,131.173.23.81,v4,UDP,375528000,28171000,1,0,375.528,28.171
2024-01-11 11:47:12,2024-01-11 11:47:13,131.173.23.81,v4,UDP,445020000,28939000,1,0,445.02,28.939
2024-01-11 11:47:13,2024-01-11 11:47:14,131.173.23.81,v4,UDP,439581000,29552000,1,0,439.581,29.552
2024-01-11 11:47:14,2024-01-11 11:47:15,131.173.23.81,v4,UDP,437217000,30580000,1,0,437.217,30.58
2024-01-11 11:49:06,2024-01-11 11:49:07,131.173.23.81,v4,UDP,315754000,23604000,1,0,315.754,23.604
2024-01-11 11:49:07,2024-01-11 11:49:08,131.173.23.81,v4,UDP,379803000,23019000,1,0,379.803,23.019
2024-01-11 11:49:08,2024-01-11 11:49:09,131.173.23.81,v4,UDP,346338000,21013000,1,0,346.338,21.013
2024-01-11 11:49:09,2024-01-11 11:49:10,131.173.23.81,v4,UDP,325315000,22172000,1,0,325.315,22.172
2024-01-11 11:49:10,2024-01-11 11:49:11,131.173.23.81,v4,UDP,300733000,21708000,1,0,300.733,21.708
2024-01-11 11:49:11,2024-01-11 11:49:12,131.173.23.81,v4,UDP,305428000,21674000,1,0,305.428,21.674
2024-01-11 11:49:12,2024-01-11 11:49:13,131.173.23.81,v4,UDP,340252000,28972000,1,0,340.252,28.972
2024-01-11 11:49:13,2024-01-11 11:49:14,131.173.23.81,v4,UDP,316064000,29493000,1,0,316.064,29.493
2024-01-11 11:49:14,2024-01-11 11:49:15,131.173.23.81,v4,UDP,343545000,28149000,1,0,343.545,28.149
2024-01-11 11:49:15,2024-01-11 11:49:16,131.173.23.81,v4,UDP,357528000,25890000,1,0,357.528,25.89
2024-01-11 11:49:16,2024-01-11 11:49:17,131.173.23.81,v4,UDP,342420000,25485000,1,0,342.42,25.485
2024-01-11 11:49:17,2024-01-11 11:49:18,131.173.23.81,v4,UDP,341371000,26110000,1,0,341.371,26.11
2024-01-11 11:49:18,2024-01-11 11:49:19,131.173.23.81,v4,UDP,321712000,25181000,1,0,321.712,25.181
2024-01-11 11:49:19,2024-01-11 11:49:20,131.173.23.81,v4,UDP,342653000,25429000,1,0,342.653,25.429
2024-01-11 11:49:20,2024-01-11 11:49:21,131.173.23.81,v4,UDP,344610000,25240000,1,0,344.61,25.24
2024-01-11 11:50:01,2024-01-11 11:50:02,131.173.23.81,v4,UDP,384202000,31389000,1,0,384.202,31.389
2024-01-11 11:50:02,2024-01-11 11:50:03,131.173.23.81,v4,UDP,398870000,36305000,1,0,398.87,36.305
2024-01-11 11:50:03,2024-01-11 11:50:04,131.173.23.81,v4,UDP,407653000,36548000,1,0,407.653,36.548
2024-01-11 11:50:04,2024-01-11 11:50:05,131.173.23.81,v4,UDP,408094000,36061000,1,0,408.094,36.061
2024-01-11 11:50:05,2024-01-11 11:50:06,131.173.23.81,v4,UDP,401685000,37185000,1,0,401.685,37.185
2024-01-11 11:50:06,2024-01-11 11:50:07,131.173.23.81,v4,UDP,408138000,36222000,1,0,408.138,36.222
2024-01-11 11:50:07,2024-01-11 11:50:08,131.173.23.81,v4,UDP,408049000,36642000,1,0,408.049,36.642
2024-01-11 11:50:08,2024-01-11 11:50:09,131.173.23.81,v4,UDP,409584000,36212000,1,0,409.584,36.212
2024-01-11 11:50:09,2024-01-11 11:50:10,131.173.23.81,v4,UDP,407957000,36814000,1,0,407.957,36.814
2024-01-11 11:50:10,2024-01-11 11:50:11,131.173.23.81,v4,UDP,393742000,36455000,1,0,393.742,36.455
2024-01-11 11:50:11,2024-01-11 11:50:12,131.173.23.81,v4,UDP,295271000,23504000,1,0,295.271,23.504
2024-01-11 11:50:12,2024-01-11 11:50:13,131.173.23.81,v4,UDP,325108000,23631000,1,0,325.108,23.631
2024-01-11 11:50:13,2024-01-11 11:50:14,131.173.23.81,v4,UDP,342900000,23388000,1,0,342.9,23.388
2024-01-11 11:50:14,2024-01-11 11:50:15,131.173.23.81,v4,UDP,311462000,24605000,1,0,311.462,24.605
2024-01-11 11:50:15,2024-01-11 11:50:16,131.173.23.81,v4,UDP,306578000,26075000,1,0,306.578,26.075
2024-01-11 11:51:19,2024-01-11 11:51:20,131.173.23.81,v4,UDP,263379000,17224000,1,0,263.379,17.224
2024-01-11 11:51:20,2024-01-11 11:51:21,131.173.23.81,v4,UDP,275284000,18014000,1,0,275.284,18.014
2024-01-11 11:51:21,2024-01-11 11:51:22,131.173.23.81,v4,UDP,244260000,19067000,1,0,244.26,19.067
2024-01-11 11:51:22,2024-01-11 11:51:23,131.173.23.81,v4,UDP,254737000,18813000,1,0,254.737,18.813
2024-01-11 11:51:23,2024-01-11 11:51:24,131.173.23.81,v4,UDP,245876000,19553000,1,0,245.876,19.553
2024-01-11 11:51:24,2024-01-11 11:51:25,131.173.23.81,v4,UDP,295537000,17782000,1,0,295.537,17.782
2024-01-11 11:51:25,2024-01-11 11:51:26,131.173.23.81,v4,UDP,308824000,18280000,1,0,308.824,18.28
2024-01-11 11:51:26,2024-01-11 11:51:27,131.173.23.81,v4,UDP,188205000,4460000,1,0,188.205,4.46
2024-01-11 11:51:27,2024-01-11 11:51:28,131.173.23.81,v4,UDP,254292000,4970000,1,0,254.292,4.97
2024-01-11 11:51:28,2024-01-11 11:51:29,131.173.23.81,v4,UDP,238723000,5653000,1,0,238.723,5.653
2024-01-11 11:51:29,2024-01-11 11:51:30,131.173.23.81,v4,UDP,239545000,4970000,1,0,239.545,4.97
2024-01-11 11:51:30,2024-01-11 11:51:31,131.173.23.81,v4,UDP,254628000,5676000,1,0,254.628,5.676
2024-01-11 11:51:31,2024-01-11 11:51:32,131.173.23.81,v4,UDP,262242000,5653000,1,0,262.242,5.653
2024-01-11 11:51:32,2024-01-11 11:51:33,131.173.23.81,v4,UDP,236641000,5062000,1,0,236.641,5.062
2024-01-11 11:51:33,2024-01-11 11:51:34,131.173.23.81,v4,UDP,257597000,5039000,1,0,257.597,5.039
2024-01-11 11:52:15,2024-01-11 11:52:16,131.173.23.81,v4,UDP,276549000,9428000,1,0,276.549,9.428
2024-01-11 11:52:16,2024-01-11 11:52:17,131.173.23.81,v4,UDP,291587000,12118000,1,0,291.587,12.118
2024-01-11 11:52:17,2024-01-11 11:52:18,131.173.23.81,v4,UDP,267968000,11410000,1,0,267.968,11.41
2024-01-11 11:52:18,2024-01-11 11:52:19,131.173.23.81,v4,UDP,302254000,11805000,1,0,302.254,11.805
2024-01-11 11:52:19,2024-01-11 11:52:20,131.173.23.81,v4,UDP,260521000,11143000,1,0,260.521,11.143
2024-01-11 11:52:20,2024-01-11 11:52:21,131.173.23.81,v4,UDP,265265000,10901000,1,0,265.265,10.901
2024-01-11 11:52:21,2024-01-11 11:52:22,131.173.23.81,v4,UDP,246968000,10541000,1,0,246.968,10.541
2024-01-11 11:52:22,2024-01-11 11:52:23,131.173.23.81,v4,UDP,261968000,10797000,1,0,261.968,10.797
2024-01-11 11:52:23,2024-01-11 11:52:24,131.173.23.81,v4,UDP,296692000,9730000,1,0,296.692,9.73
2024-01-11 11:52:24,2024-01-11 11:52:25,131.173.23.81,v4,UDP,297425000,10020000,1,0,297.425,10.02
2024-01-11 11:52:25,2024-01-11 11:52:26,131.173.23.81,v4,UDP,251453000,10078000,1,0,251.453,10.078
2024-01-11 11:52:26,2024-01-11 11:52:27,131.173.23.81,v4,UDP,259597000,7541000,1,0,259.597,7.541
2024-01-11 11:52:27,2024-01-11 11:52:28,131.173.23.81,v4,UDP,278845000,10055000,1,0,278.845,10.055
2024-01-11 11:52:28,2024-01-11 11:52:29,131.173.23.81,v4,UDP,232084000,9499000,1,0,232.084,9.499
2024-01-11 11:52:29,2024-01-11 11:52:30,131.173.23.81,v4,UDP,174833000,9997000,1,0,174.833,9.997
2024-01-11 11:53:10,2024-01-11 11:53:11,131.173.23.81,v4,UDP,222654000,15949000,1,0,222.654,15.949
2024-01-11 11:53:11,2024-01-11 11:53:12,131.173.23.81,v4,UDP,248706000,16995000,1,0,248.706,16.995
2024-01-11 11:53:12,2024-01-11 11:53:13,131.173.23.81,v4,UDP,218738000,15822000,1,0,218.738,15.822
2024-01-11 11:53:13,2024-01-11 11:53:14,131.173.23.81,v4,UDP,218245000,23947000,1,0,218.245,23.947
2024-01-11 11:53:14,2024-01-11 11:53:15,131.173.23.81,v4,UDP,387199000,29956000,1,0,387.199,29.956
2024-01-11 11:53:15,2024-01-11 11:53:16,131.173.23.81,v4,UDP,359853000,29828000,1,0,359.853,29.828
2024-01-11 11:53:16,2024-01-11 11:53:17,131.173.23.81,v4,UDP,382913000,29723000,1,0,382.913,29.723
2024-01-11 11:53:17,2024-01-11 11:53:18,131.173.23.81,v4,UDP,381284000,29262000,1,0,381.284,29.262
2024-01-11 11:53:18,2024-01-11 11:53:19,131.173.23.81,v4,UDP,355957000,30351000,1,0,355.957,30.351
2024-01-11 11:53:19,2024-01-11 11:53:20,131.173.23.81,v4,UDP,285558000,33964000,1,0,285.558,33.964
2024-01-11 11:53:20,2024-01-11 11:53:21,131.173.23.81,v4,UDP,323422000,29476000,1,0,323.422,29.476
2024-01-11 11:53:21,2024-01-11 11:53:22,131.173.23.81,v4,UDP,360468000,32430000,1,0,360.468,32.43
2024-01-11 11:53:22,2024-01-11 11:53:23,131.173.23.81,v4,UDP,382192000,29093000,1,0,382.192,29.093
2024-01-11 11:53:23,2024-01-11 11:53:24,131.173.23.81,v4,UDP,319361000,29232000,1,0,319.361,29.232
2024-01-11 11:53:24,2024-01-11 11:53:25,131.173.23.81,v4,UDP,300570000,31450000,1,0,300.57,31.45
2024-01-11 11:54:06,2024-01-11 11:54:07,131.173.23.81,v4,UDP,318203000,10193000,1,0,318.203,10.193
2024-01-11 11:54:07,2024-01-11 11:54:08,131.173.23.81,v4,UDP,307185000,19683000,1,0,307.185,19.683
2024-01-11 11:54:08,2024-01-11 11:54:09,131.173.23.81,v4,UDP,317112000,19576000,1,0,317.112,19.576
2024-01-11 11:54:09,2024-01-11 11:54:10,131.173.23.81,v4,UDP,317273000,20515000,1,0,317.273,20.515
2024-01-11 11:54:10,2024-01-11 11:54:11,131.173.23.81,v4,UDP,233256000,18639000,1,0,233.256,18.639
2024-01-11 11:54:11,2024-01-11 11:54:12,131.173.23.81,v4,UDP,286032000,17179000,1,0,286.032,17.179
2024-01-11 11:54:12,2024-01-11 11:54:13,131.173.23.81,v4,UDP,310380000,18210000,1,0,310.38,18.21
2024-01-11 11:54:13,2024-01-11 11:54:14,131.173.23.81,v4,UDP,294318000,18071000,1,0,294.318,18.071
2024-01-11 11:54:14,2024-01-11 11:54:15,131.173.23.81,v4,UDP,289204000,18014000,1,0,289.204,18.014
2024-01-11 11:54:15,2024-01-11 11:54:16,131.173.23.81,v4,UDP,281074000,18138000,1,5.72614385434394,281.074,18.138
2024-01-11 11:54:16,2024-01-11 11:54:17,131.173.23.81,v4,UDP,292890000,17794000,1,11.4522877086879,292.89,17.794
2024-01-11 11:54:17,2024-01-11 11:54:18,131.173.23.81,v4,UDP,297837000,18268000,1,11.4522877086879,297.837,18.268
2024-01-11 11:54:18,2024-01-11 11:54:19,131.173.23.81,v4,UDP,300002000,18199000,1,11.4522877086879,300.002,18.199
2024-01-11 11:54:19,2024-01-11 11:54:20,131.173.23.81,v4,UDP,304403000,18234000,1,11.4522877086879,304.403,18.234
2024-01-11 11:54:20,2024-01-11 11:54:21,131.173.23.81,v4,UDP,290523000,18001000,1,11.4522877086879,290.523,18.001
2024-01-11 11:55:16,2024-01-11 11:55:17,131.173.23.81,v4,UDP,408033000,,1,11.4583563019407,408.033,
2024-01-11 11:55:17,2024-01-11 11:55:18,131.173.23.81,v4,UDP,381120000,,1,11.4583563019407,381.12,
2024-01-11 11:56:16,2024-01-11 11:56:17,131.173.23.81,v4,UDP,361024000,36584000,1,0,361.024,36.584
2024-01-11 11:56:17,2024-01-11 11:56:18,131.173.23.81,v4,UDP,345701000,36281000,1,0,345.701,36.281
2024-01-11 11:56:18,2024-01-11 11:56:19,131.173.23.81,v4,UDP,398919000,36026000,1,0,398.919,36.026
2024-01-11 11:56:19,2024-01-11 11:56:20,131.173.23.81,v4,UDP,413260000,36254000,1,0,413.26,36.254
2024-01-11 11:56:20,2024-01-11 11:56:21,131.173.23.81,v4,UDP,425662000,35726000,1,0,425.662,35.726
2024-01-11 11:56:21,2024-01-11 11:56:22,131.173.23.81,v4,UDP,334337000,28209000,1,0,334.337,28.209
2024-01-11 11:56:22,2024-01-11 11:56:23,131.173.23.81,v4,UDP,350299000,28113000,1,0,350.299,28.113
2024-01-11 11:56:23,2024-01-11 11:56:24,131.173.23.81,v4,UDP,386996000,27826000,1,0,386.996,27.826
2024-01-11 11:56:24,2024-01-11 11:56:25,131.173.23.81,v4,UDP,353710000,28277000,1,0,353.71,28.277
2024-01-11 11:56:25,2024-01-11 11:56:26,131.173.23.81,v4,UDP,364895000,27524000,1,0,364.895,27.524
2024-01-11 11:56:26,2024-01-11 11:56:27,131.173.23.81,v4,UDP,345214000,27628000,1,0,345.214,27.628
2024-01-11 11:56:27,2024-01-11 11:56:28,131.173.23.81,v4,UDP,422390000,31751000,1,0,422.39,31.751
2024-01-11 11:57:31,2024-01-11 11:57:32,131.173.23.81,v4,UDP,334268000,11084000,1,0,334.268,11.084
2024-01-11 11:57:32,2024-01-11 11:57:33,131.173.23.81,v4,UDP,317980000,13831000,1,0,317.98,13.831
2024-01-11 11:57:33,2024-01-11 11:57:34,131.173.23.81,v4,UDP,331922000,14075000,1,0,331.922,14.075
2024-01-11 11:57:34,2024-01-11 11:57:35,131.173.23.81,v4,UDP,320397000,13669000,1,0,320.397,13.669
2024-01-11 11:57:35,2024-01-11 11:57:36,131.173.23.81,v4,UDP,328600000,13761000,1,0,328.6,13.761
2024-01-11 11:57:36,2024-01-11 11:57:37,131.173.23.81,v4,UDP,319131000,14017000,1,0,319.131,14.017
2024-01-11 11:57:37,2024-01-11 11:57:38,131.173.23.81,v4,UDP,348737000,14097000,1,0,348.737,14.097
2024-01-11 11:57:38,2024-01-11 11:57:39,131.173.23.81,v4,UDP,339147000,13774000,1,0,339.147,13.774
2024-01-11 11:57:39,2024-01-11 11:57:40,131.173.23.81,v4,UDP,279370000,13681000,1,0,279.37,13.681
2024-01-11 11:57:40,2024-01-11 11:57:41,131.173.23.81,v4,UDP,315487000,12846000,1,0,315.487,12.846
2024-01-11 11:57:41,2024-01-11 11:57:42,131.173.23.81,v4,UDP,316524000,14805000,1,0,316.524,14.805
2024-01-11 11:57:42,2024-01-11 11:57:43,131.173.23.81,v4,UDP,276321000,17017000,1,0,276.321,17.017
2024-01-11 11:57:43,2024-01-11 11:57:44,131.173.23.81,v4,UDP,,18627000,1,0,,18.627
2024-01-11 11:57:44,2024-01-11 11:57:45,131.173.23.81,v4,UDP,,18164000,1,0,,18.164
2024-01-11 11:57:45,2024-01-11 11:57:46,131.173.23.81,v4,UDP,,18093000,1,0,,18.093
2024-01-11 11:58:41,2024-01-11 11:58:42,131.173.23.81,v4,UDP,273017000,,1,0,273.017,
2024-01-11 11:58:42,2024-01-11 11:58:43,131.173.23.81,v4,UDP,345736000,,1,0,345.736,
2024-01-11 11:58:43,2024-01-11 11:58:44,131.173.23.81,v4,UDP,51583000,,1,0,51.583,
2024-01-11 11:58:44,2024-01-11 11:58:45,131.173.23.81,v4,UDP,332673000,,1,0,332.673,
2024-01-11 11:58:45,2024-01-11 11:58:46,131.173.23.81,v4,UDP,359305000,,1,0,359.305,
2024-01-11 11:58:46,2024-01-11 11:58:47,131.173.23.81,v4,UDP,367678000,,1,0,367.678,
2024-01-11 11:58:47,2024-01-11 11:58:48,131.173.23.81,v4,UDP,306819000,,1,0,306.819,
2024-01-11 11:58:48,2024-01-11 11:58:49,131.173.23.81,v4,UDP,283285000,,1,0,283.285,
2024-01-11 11:58:49,2024-01-11 11:58:50,131.173.23.81,v4,UDP,286208000,,1,0,286.208,
2024-01-11 11:58:50,2024-01-11 11:58:51,131.173.23.81,v4,UDP,325762000,,1,0,325.762,
2024-01-11 11:58:51,2024-01-11 11:58:52,131.173.23.81,v4,UDP,354218000,,1,0,354.218,
2024-01-11 11:58:52,2024-01-11 11:58:53,131.173.23.81,v4,UDP,288843000,,1,0,288.843,
2024-01-11 11:58:53,2024-01-11 11:58:54,131.173.23.81,v4,UDP,285805000,,1,0,285.805,
2024-01-11 11:58:54,2024-01-11 11:58:55,131.173.23.81,v4,UDP,235025000,,1,0,235.025,
2024-01-11 11:58:55,2024-01-11 11:58:56,131.173.23.81,v4,UDP,251799000,,1,0,251.799,
2024-01-11 11:59:51,2024-01-11 11:59:52,131.173.23.81,v4,UDP,333479000,11965000,1,0,333.479,11.965
2024-01-11 11:59:52,2024-01-11 11:59:53,131.173.23.81,v4,UDP,315890000,15302000,1,0,315.89,15.302
2024-01-11 11:59:53,2024-01-11 11:59:54,131.173.23.81,v4,UDP,348953000,14573000,1,0,348.953,14.573
2024-01-11 11:59:54,2024-01-11 11:59:55,131.173.23.81,v4,UDP,350219000,15117000,1,0,350.219,15.117
2024-01-11 11:59:55,2024-01-11 11:59:56,131.173.23.81,v4,UDP,344653000,14990000,1,0,344.653,14.99
2024-01-11 11:59:56,2024-01-11 11:59:57,131.173.23.81,v4,UDP,294374000,15558000,1,0,294.374,15.558
2024-01-11 11:59:57,2024-01-11 11:59:58,131.173.23.81,v4,UDP,377087000,18696000,1,0,377.087,18.696
2024-01-11 11:59:58,2024-01-11 11:59:59,131.173.23.81,v4,UDP,374669000,19855000,1,0,374.669,19.855
2024-01-11 11:59:59,2024-01-11 12:00:00,131.173.23.81,v4,UDP,346354000,19113000,1,0,346.354,19.113
2024-01-11 12:00:00,2024-01-11 12:00:01,131.173.23.81,v4,UDP,279520000,19691000,1,0,279.52,19.691
2024-01-11 12:00:01,2024-01-11 12:00:02,131.173.23.81,v4,UDP,274074000,19892000,1,0,274.074,19.892
2024-01-11 12:00:02,2024-01-11 12:00:03,131.173.23.81,v4,UDP,317932000,18465000,1,0,317.932,18.465
2024-01-11 12:00:03,2024-01-11 12:00:04,131.173.23.81,v4,UDP,371951000,19402000,1,0,371.951,19.402
2024-01-11 12:00:04,2024-01-11 12:00:05,131.173.23.81,v4,UDP,293069000,14400000,1,0,293.069,14.4
2024-01-11 12:00:05,2024-01-11 12:00:06,131.173.23.81,v4,UDP,269822000,10935000,1,0,269.822,10.935
2024-01-11 12:01:42,2024-01-11 12:01:43,131.173.23.81,v4,UDP,413871000,21775000,1,11.7972922350872,413.871,21.775
2024-01-11 12:01:43,2024-01-11 12:01:44,131.173.23.81,v4,UDP,392407000,25375000,1,11.7972922350872,392.407,25.375
2024-01-11 12:01:44,2024-01-11 12:01:45,131.173.23.81,v4,UDP,370296000,25155000,1,11.7972922350872,370.296,25.155
2024-01-11 12:01:45,2024-01-11 12:01:46,131.173.23.81,v4,UDP,414339000,24962000,1,5.89864611754359,414.339,24.962
2024-01-11 12:01:46,2024-01-11 12:01:47,131.173.23.81,v4,UDP,420439000,25427000,1,0,420.439,25.427
2024-01-11 12:01:47,2024-01-11 12:01:48,131.173.23.81,v4,UDP,388425000,25129000,1,0,388.425,25.129
2024-01-11 12:01:48,2024-01-11 12:01:49,131.173.23.81,v4,UDP,370663000,25298000,1,0,370.663,25.298
2024-01-11 12:01:49,2024-01-11 12:01:50,131.173.23.81,v4,UDP,369283000,25230000,1,0,369.283,25.23
